"","zone","forcasttime","forcastcount"
"501","Bushwick North",2014-07-01 21:00:00,3
"502","Bushwick North",2014-07-01 22:00:00,3
"503","Bushwick North",2014-07-01 23:00:00,4
"504","Bushwick North",2014-07-01 02:00:00,3
"505","Bushwick South",2014-07-01 00:00:00,3
"506","Bushwick South",2014-07-01 01:00:00,3
"507","Bushwick South",2014-07-01 03:00:00,3
"508","Bushwick South",2014-07-01 04:00:00,3
"509","Bushwick South",2014-07-01 05:00:00,3
"510","Bushwick South",2014-07-01 06:00:00,4
"511","Bushwick South",2014-07-01 07:00:00,3
"512","Bushwick South",2014-07-01 08:00:00,3
"513","Bushwick South",2014-07-01 09:00:00,4
"514","Bushwick South",2014-07-01 10:00:00,5
"515","Bushwick South",2014-07-01 11:00:00,4
"516","Bushwick South",2014-07-01 12:00:00,3
"517","Bushwick South",2014-07-01 13:00:00,5
"518","Bushwick South",2014-07-01 14:00:00,4
"519","Bushwick South",2014-07-01 15:00:00,6
"520","Bushwick South",2014-07-01 16:00:00,6
"521","Bushwick South",2014-07-01 17:00:00,4
"522","Bushwick South",2014-07-01 18:00:00,5
"523","Bushwick South",2014-07-01 19:00:00,4
"524","Bushwick South",2014-07-01 20:00:00,5
"525","Bushwick South",2014-07-01 21:00:00,4
"526","Bushwick South",2014-07-01 22:00:00,5
"527","Bushwick South",2014-07-01 23:00:00,4
"528","Bushwick South",2014-07-01 02:00:00,3
"529","Cambria Heights",2014-07-01 00:00:00,2
"530","Cambria Heights",2014-07-01 01:00:00,2
"531","Cambria Heights",2014-07-01 03:00:00,2
"532","Cambria Heights",2014-07-01 04:00:00,2
"533","Cambria Heights",2014-07-01 05:00:00,2
"534","Cambria Heights",2014-07-01 06:00:00,2
"535","Cambria Heights",2014-07-01 07:00:00,2
"536","Cambria Heights",2014-07-01 08:00:00,2
"537","Cambria Heights",2014-07-01 09:00:00,2
"538","Cambria Heights",2014-07-01 10:00:00,2
"539","Cambria Heights",2014-07-01 11:00:00,2
"540","Cambria Heights",2014-07-01 12:00:00,2
"541","Cambria Heights",2014-07-01 13:00:00,2
"542","Cambria Heights",2014-07-01 14:00:00,2
"543","Cambria Heights",2014-07-01 15:00:00,2
"544","Cambria Heights",2014-07-01 16:00:00,2
"545","Cambria Heights",2014-07-01 17:00:00,2
"546","Cambria Heights",2014-07-01 18:00:00,2
"547","Cambria Heights",2014-07-01 19:00:00,2
"548","Cambria Heights",2014-07-01 20:00:00,2
"549","Cambria Heights",2014-07-01 21:00:00,2
"550","Cambria Heights",2014-07-01 22:00:00,2
"551","Cambria Heights",2014-07-01 23:00:00,2
"552","Cambria Heights",2014-07-01 02:00:00,2
"553","Canarsie",2014-07-01 00:00:00,2
"554","Canarsie",2014-07-01 01:00:00,2
"555","Canarsie",2014-07-01 03:00:00,2
"556","Canarsie",2014-07-01 04:00:00,2
"557","Canarsie",2014-07-01 05:00:00,2
"558","Canarsie",2014-07-01 06:00:00,2
"559","Canarsie",2014-07-01 07:00:00,2
"560","Canarsie",2014-07-01 08:00:00,2
"561","Canarsie",2014-07-01 09:00:00,2
"562","Canarsie",2014-07-01 10:00:00,2
"563","Canarsie",2014-07-01 11:00:00,2
"564","Canarsie",2014-07-01 12:00:00,2
"565","Canarsie",2014-07-01 13:00:00,2
"566","Canarsie",2014-07-01 14:00:00,2
"567","Canarsie",2014-07-01 15:00:00,2
"568","Canarsie",2014-07-01 16:00:00,2
"569","Canarsie",2014-07-01 17:00:00,2
"570","Canarsie",2014-07-01 18:00:00,2
"571","Canarsie",2014-07-01 19:00:00,2
"572","Canarsie",2014-07-01 20:00:00,2
"573","Canarsie",2014-07-01 21:00:00,2
"574","Canarsie",2014-07-01 22:00:00,2
"575","Canarsie",2014-07-01 23:00:00,2
"576","Canarsie",2014-07-01 02:00:00,2
"577","Carroll Gardens-Columbia Street-Red Hook",2014-07-01 00:00:00,6
"578","Carroll Gardens-Columbia Street-Red Hook",2014-07-01 01:00:00,6
"579","Carroll Gardens-Columbia Street-Red Hook",2014-07-01 03:00:00,6
"580","Carroll Gardens-Columbia Street-Red Hook",2014-07-01 04:00:00,6
"581","Carroll Gardens-Columbia Street-Red Hook",2014-07-01 05:00:00,5
"582","Carroll Gardens-Columbia Street-Red Hook",2014-07-01 06:00:00,5
"583","Carroll Gardens-Columbia Street-Red Hook",2014-07-01 07:00:00,7
"584","Carroll Gardens-Columbia Street-Red Hook",2014-07-01 08:00:00,9
"585","Carroll Gardens-Columbia Street-Red Hook",2014-07-01 09:00:00,12
"586","Carroll Gardens-Columbia Street-Red Hook",2014-07-01 10:00:00,7
"587","Carroll Gardens-Columbia Street-Red Hook",2014-07-01 11:00:00,5
"588","Carroll Gardens-Columbia Street-Red Hook",2014-07-01 12:00:00,5
"589","Carroll Gardens-Columbia Street-Red Hook",2014-07-01 13:00:00,9
"590","Carroll Gardens-Columbia Street-Red Hook",2014-07-01 14:00:00,6
"591","Carroll Gardens-Columbia Street-Red Hook",2014-07-01 15:00:00,6
"592","Carroll Gardens-Columbia Street-Red Hook",2014-07-01 16:00:00,5
"593","Carroll Gardens-Columbia Street-Red Hook",2014-07-01 17:00:00,8
"594","Carroll Gardens-Columbia Street-Red Hook",2014-07-01 18:00:00,9
"595","Carroll Gardens-Columbia Street-Red Hook",2014-07-01 19:00:00,7
"596","Carroll Gardens-Columbia Street-Red Hook",2014-07-01 20:00:00,6
"597","Carroll Gardens-Columbia Street-Red Hook",2014-07-01 21:00:00,10
"598","Carroll Gardens-Columbia Street-Red Hook",2014-07-01 22:00:00,12
"599","Carroll Gardens-Columbia Street-Red Hook",2014-07-01 23:00:00,8
"600","Carroll Gardens-Columbia Street-Red Hook",2014-07-01 02:00:00,6
"601","Central Harlem North-Polo Grounds",2014-07-01 00:00:00,3
"602","Central Harlem North-Polo Grounds",2014-07-01 01:00:00,3
"603","Central Harlem North-Polo Grounds",2014-07-01 03:00:00,3
"604","Central Harlem North-Polo Grounds",2014-07-01 04:00:00,3
"605","Central Harlem North-Polo Grounds",2014-07-01 05:00:00,3
"606","Central Harlem North-Polo Grounds",2014-07-01 06:00:00,3
"607","Central Harlem North-Polo Grounds",2014-07-01 07:00:00,3
"608","Central Harlem North-Polo Grounds",2014-07-01 08:00:00,3
"609","Central Harlem North-Polo Grounds",2014-07-01 09:00:00,3
"610","Central Harlem North-Polo Grounds",2014-07-01 10:00:00,3
"611","Central Harlem North-Polo Grounds",2014-07-01 11:00:00,3
"612","Central Harlem North-Polo Grounds",2014-07-01 12:00:00,3
"613","Central Harlem North-Polo Grounds",2014-07-01 13:00:00,3
"614","Central Harlem North-Polo Grounds",2014-07-01 14:00:00,3
"615","Central Harlem North-Polo Grounds",2014-07-01 15:00:00,3
"616","Central Harlem North-Polo Grounds",2014-07-01 16:00:00,3
"617","Central Harlem North-Polo Grounds",2014-07-01 17:00:00,3
"618","Central Harlem North-Polo Grounds",2014-07-01 18:00:00,3
"619","Central Harlem North-Polo Grounds",2014-07-01 19:00:00,3
"620","Central Harlem North-Polo Grounds",2014-07-01 20:00:00,3
"621","Central Harlem North-Polo Grounds",2014-07-01 21:00:00,3
"622","Central Harlem North-Polo Grounds",2014-07-01 22:00:00,3
"623","Central Harlem North-Polo Grounds",2014-07-01 23:00:00,3
"624","Central Harlem North-Polo Grounds",2014-07-01 02:00:00,3
"625","Central Harlem South",2014-07-01 00:00:00,4
"626","Central Harlem South",2014-07-01 01:00:00,4
"627","Central Harlem South",2014-07-01 03:00:00,4
"628","Central Harlem South",2014-07-01 04:00:00,4
"629","Central Harlem South",2014-07-01 05:00:00,4
"630","Central Harlem South",2014-07-01 06:00:00,3
"631","Central Harlem South",2014-07-01 07:00:00,3
"632","Central Harlem South",2014-07-01 08:00:00,3
"633","Central Harlem South",2014-07-01 09:00:00,4
"634","Central Harlem South",2014-07-01 10:00:00,4
"635","Central Harlem South",2014-07-01 11:00:00,4
"636","Central Harlem South",2014-07-01 12:00:00,4
"637","Central Harlem South",2014-07-01 13:00:00,3
"638","Central Harlem South",2014-07-01 14:00:00,3
"639","Central Harlem South",2014-07-01 15:00:00,4
"640","Central Harlem South",2014-07-01 16:00:00,4
"641","Central Harlem South",2014-07-01 17:00:00,3
"642","Central Harlem South",2014-07-01 18:00:00,3
"643","Central Harlem South",2014-07-01 19:00:00,4
"644","Central Harlem South",2014-07-01 20:00:00,4
"645","Central Harlem South",2014-07-01 21:00:00,4
"646","Central Harlem South",2014-07-01 22:00:00,5
"647","Central Harlem South",2014-07-01 23:00:00,3
"648","Central Harlem South",2014-07-01 02:00:00,4
"649","Chinatown",2014-07-01 00:00:00,15
"650","Chinatown",2014-07-01 01:00:00,9
"651","Chinatown",2014-07-01 03:00:00,9
"652","Chinatown",2014-07-01 04:00:00,5
"653","Chinatown",2014-07-01 05:00:00,8
"654","Chinatown",2014-07-01 06:00:00,13
"655","Chinatown",2014-07-01 07:00:00,15
"656","Chinatown",2014-07-01 08:00:00,23
"657","Chinatown",2014-07-01 09:00:00,22
"658","Chinatown",2014-07-01 10:00:00,15
"659","Chinatown",2014-07-01 11:00:00,13
"660","Chinatown",2014-07-01 12:00:00,13
"661","Chinatown",2014-07-01 13:00:00,17
"662","Chinatown",2014-07-01 14:00:00,17
"663","Chinatown",2014-07-01 15:00:00,13
"664","Chinatown",2014-07-01 16:00:00,14
"665","Chinatown",2014-07-01 17:00:00,13
"666","Chinatown",2014-07-01 18:00:00,20
"667","Chinatown",2014-07-01 19:00:00,21
"668","Chinatown",2014-07-01 20:00:00,20
"669","Chinatown",2014-07-01 21:00:00,16
"670","Chinatown",2014-07-01 22:00:00,22
"671","Chinatown",2014-07-01 23:00:00,21
"672","Chinatown",2014-07-01 02:00:00,9
"673","Claremont-Bathgate",2014-07-01 00:00:00,2
"674","Claremont-Bathgate",2014-07-01 01:00:00,2
"675","Claremont-Bathgate",2014-07-01 03:00:00,2
"676","Claremont-Bathgate",2014-07-01 04:00:00,2
"677","Claremont-Bathgate",2014-07-01 05:00:00,2
"678","Claremont-Bathgate",2014-07-01 06:00:00,2
"679","Claremont-Bathgate",2014-07-01 07:00:00,2
"680","Claremont-Bathgate",2014-07-01 08:00:00,2
"681","Claremont-Bathgate",2014-07-01 09:00:00,2
"682","Claremont-Bathgate",2014-07-01 10:00:00,2
"683","Claremont-Bathgate",2014-07-01 11:00:00,2
"684","Claremont-Bathgate",2014-07-01 12:00:00,2
"685","Claremont-Bathgate",2014-07-01 13:00:00,2
"686","Claremont-Bathgate",2014-07-01 14:00:00,2
"687","Claremont-Bathgate",2014-07-01 15:00:00,2
"688","Claremont-Bathgate",2014-07-01 16:00:00,2
"689","Claremont-Bathgate",2014-07-01 17:00:00,2
"690","Claremont-Bathgate",2014-07-01 18:00:00,2
"691","Claremont-Bathgate",2014-07-01 19:00:00,2
"692","Claremont-Bathgate",2014-07-01 20:00:00,2
"693","Claremont-Bathgate",2014-07-01 21:00:00,2
"694","Claremont-Bathgate",2014-07-01 22:00:00,2
"695","Claremont-Bathgate",2014-07-01 23:00:00,2
"696","Claremont-Bathgate",2014-07-01 02:00:00,2
"697","Clinton",2014-07-01 00:00:00,16
"698","Clinton",2014-07-01 01:00:00,8
"699","Clinton",2014-07-01 03:00:00,11
"700","Clinton",2014-07-01 04:00:00,11
"701","Clinton",2014-07-01 05:00:00,12
"702","Clinton",2014-07-01 06:00:00,12
"703","Clinton",2014-07-01 07:00:00,23
"704","Clinton",2014-07-01 08:00:00,39
"705","Clinton",2014-07-01 09:00:00,36
"706","Clinton",2014-07-01 10:00:00,20
"707","Clinton",2014-07-01 11:00:00,26
"708","Clinton",2014-07-01 12:00:00,23
"709","Clinton",2014-07-01 13:00:00,27
"710","Clinton",2014-07-01 14:00:00,35
"711","Clinton",2014-07-01 15:00:00,26
"712","Clinton",2014-07-01 16:00:00,34
"713","Clinton",2014-07-01 17:00:00,21
"714","Clinton",2014-07-01 18:00:00,47
"715","Clinton",2014-07-01 19:00:00,38
"716","Clinton",2014-07-01 20:00:00,31
"717","Clinton",2014-07-01 21:00:00,32
"718","Clinton",2014-07-01 22:00:00,29
"719","Clinton",2014-07-01 23:00:00,21
"720","Clinton",2014-07-01 02:00:00,11
"721","Clinton Hill",2014-07-01 00:00:00,5
"722","Clinton Hill",2014-07-01 01:00:00,4
"723","Clinton Hill",2014-07-01 03:00:00,4
"724","Clinton Hill",2014-07-01 04:00:00,4
"725","Clinton Hill",2014-07-01 05:00:00,5
"726","Clinton Hill",2014-07-01 06:00:00,5
"727","Clinton Hill",2014-07-01 07:00:00,5
"728","Clinton Hill",2014-07-01 08:00:00,6
"729","Clinton Hill",2014-07-01 09:00:00,7
"730","Clinton Hill",2014-07-01 10:00:00,5
"731","Clinton Hill",2014-07-01 11:00:00,5
"732","Clinton Hill",2014-07-01 12:00:00,6
"733","Clinton Hill",2014-07-01 13:00:00,5
"734","Clinton Hill",2014-07-01 14:00:00,4
"735","Clinton Hill",2014-07-01 15:00:00,5
"736","Clinton Hill",2014-07-01 16:00:00,4
"737","Clinton Hill",2014-07-01 17:00:00,4
"738","Clinton Hill",2014-07-01 18:00:00,4
"739","Clinton Hill",2014-07-01 19:00:00,6
"740","Clinton Hill",2014-07-01 20:00:00,6
"741","Clinton Hill",2014-07-01 21:00:00,4
"742","Clinton Hill",2014-07-01 22:00:00,4
"743","Clinton Hill",2014-07-01 23:00:00,4
"744","Clinton Hill",2014-07-01 02:00:00,4
"745","Co-op City",2014-07-01 00:00:00,2
"746","Co-op City",2014-07-01 01:00:00,2
"747","Co-op City",2014-07-01 03:00:00,2
"748","Co-op City",2014-07-01 04:00:00,2
"749","Co-op City",2014-07-01 05:00:00,2
"750","Co-op City",2014-07-01 06:00:00,2
"751","Co-op City",2014-07-01 07:00:00,2
"752","Co-op City",2014-07-01 08:00:00,2
"753","Co-op City",2014-07-01 09:00:00,2
"754","Co-op City",2014-07-01 10:00:00,2
"755","Co-op City",2014-07-01 11:00:00,2
"756","Co-op City",2014-07-01 12:00:00,2
"757","Co-op City",2014-07-01 13:00:00,2
"758","Co-op City",2014-07-01 14:00:00,2
"759","Co-op City",2014-07-01 15:00:00,2
"760","Co-op City",2014-07-01 16:00:00,2
"761","Co-op City",2014-07-01 17:00:00,2
"762","Co-op City",2014-07-01 18:00:00,2
"763","Co-op City",2014-07-01 19:00:00,2
"764","Co-op City",2014-07-01 20:00:00,2
"765","Co-op City",2014-07-01 21:00:00,2
"766","Co-op City",2014-07-01 22:00:00,2
"767","Co-op City",2014-07-01 23:00:00,2
"768","Co-op City",2014-07-01 02:00:00,2
"769","College Point",2014-07-01 00:00:00,2
"770","College Point",2014-07-01 01:00:00,2
"771","College Point",2014-07-01 03:00:00,2
"772","College Point",2014-07-01 04:00:00,2
"773","College Point",2014-07-01 05:00:00,2
"774","College Point",2014-07-01 06:00:00,2
"775","College Point",2014-07-01 07:00:00,2
"776","College Point",2014-07-01 08:00:00,2
"777","College Point",2014-07-01 09:00:00,2
"778","College Point",2014-07-01 10:00:00,2
"779","College Point",2014-07-01 11:00:00,2
"780","College Point",2014-07-01 12:00:00,2
"781","College Point",2014-07-01 13:00:00,2
"782","College Point",2014-07-01 14:00:00,2
"783","College Point",2014-07-01 15:00:00,2
"784","College Point",2014-07-01 16:00:00,2
"785","College Point",2014-07-01 17:00:00,2
"786","College Point",2014-07-01 18:00:00,2
"787","College Point",2014-07-01 19:00:00,2
"788","College Point",2014-07-01 20:00:00,2
"789","College Point",2014-07-01 21:00:00,2
"790","College Point",2014-07-01 22:00:00,2
"791","College Point",2014-07-01 23:00:00,2
"792","College Point",2014-07-01 02:00:00,2
"793","Corona",2014-07-01 00:00:00,2
"794","Corona",2014-07-01 01:00:00,2
"795","Corona",2014-07-01 03:00:00,2
"796","Corona",2014-07-01 04:00:00,2
"797","Corona",2014-07-01 05:00:00,2
"798","Corona",2014-07-01 06:00:00,2
"799","Corona",2014-07-01 07:00:00,2
"800","Corona",2014-07-01 08:00:00,2
"801","Corona",2014-07-01 09:00:00,2
"802","Corona",2014-07-01 10:00:00,2
"803","Corona",2014-07-01 11:00:00,2
"804","Corona",2014-07-01 12:00:00,2
"805","Corona",2014-07-01 13:00:00,2
"806","Corona",2014-07-01 14:00:00,2
"807","Corona",2014-07-01 15:00:00,2
"808","Corona",2014-07-01 16:00:00,2
"809","Corona",2014-07-01 17:00:00,2
"810","Corona",2014-07-01 18:00:00,2
"811","Corona",2014-07-01 19:00:00,2
"812","Corona",2014-07-01 20:00:00,2
"813","Corona",2014-07-01 21:00:00,2
"814","Corona",2014-07-01 22:00:00,2
"815","Corona",2014-07-01 23:00:00,2
"816","Corona",2014-07-01 02:00:00,2
"817","Crown Heights North",2014-07-01 00:00:00,5
"818","Crown Heights North",2014-07-01 01:00:00,5
"819","Crown Heights North",2014-07-01 03:00:00,5
"820","Crown Heights North",2014-07-01 04:00:00,4
"821","Crown Heights North",2014-07-01 05:00:00,4
"822","Crown Heights North",2014-07-01 06:00:00,3
"823","Crown Heights North",2014-07-01 07:00:00,4
"824","Crown Heights North",2014-07-01 08:00:00,5
"825","Crown Heights North",2014-07-01 09:00:00,5
"826","Crown Heights North",2014-07-01 10:00:00,4
"827","Crown Heights North",2014-07-01 11:00:00,4
"828","Crown Heights North",2014-07-01 12:00:00,4
"829","Crown Heights North",2014-07-01 13:00:00,5
"830","Crown Heights North",2014-07-01 14:00:00,4
"831","Crown Heights North",2014-07-01 15:00:00,4
"832","Crown Heights North",2014-07-01 16:00:00,3
"833","Crown Heights North",2014-07-01 17:00:00,4
"834","Crown Heights North",2014-07-01 18:00:00,5
"835","Crown Heights North",2014-07-01 19:00:00,5
"836","Crown Heights North",2014-07-01 20:00:00,5
"837","Crown Heights North",2014-07-01 21:00:00,5
"838","Crown Heights North",2014-07-01 22:00:00,5
"839","Crown Heights North",2014-07-01 23:00:00,5
"840","Crown Heights North",2014-07-01 02:00:00,5
"841","Crown Heights South",2014-07-01 00:00:00,2
"842","Crown Heights South",2014-07-01 01:00:00,2
"843","Crown Heights South",2014-07-01 03:00:00,2
"844","Crown Heights South",2014-07-01 04:00:00,2
"845","Crown Heights South",2014-07-01 05:00:00,2
"846","Crown Heights South",2014-07-01 06:00:00,2
"847","Crown Heights South",2014-07-01 07:00:00,2
"848","Crown Heights South",2014-07-01 08:00:00,2
"849","Crown Heights South",2014-07-01 09:00:00,2
"850","Crown Heights South",2014-07-01 10:00:00,2
"851","Crown Heights South",2014-07-01 11:00:00,2
"852","Crown Heights South",2014-07-01 12:00:00,2
"853","Crown Heights South",2014-07-01 13:00:00,2
"854","Crown Heights South",2014-07-01 14:00:00,2
"855","Crown Heights South",2014-07-01 15:00:00,2
"856","Crown Heights South",2014-07-01 16:00:00,2
"857","Crown Heights South",2014-07-01 17:00:00,2
"858","Crown Heights South",2014-07-01 18:00:00,2
"859","Crown Heights South",2014-07-01 19:00:00,2
"860","Crown Heights South",2014-07-01 20:00:00,2
"861","Crown Heights South",2014-07-01 21:00:00,2
"862","Crown Heights South",2014-07-01 22:00:00,2
"863","Crown Heights South",2014-07-01 23:00:00,2
"864","Crown Heights South",2014-07-01 02:00:00,2
"865","Cypress Hills-City Line",2014-07-01 00:00:00,2
"866","Cypress Hills-City Line",2014-07-01 01:00:00,2
"867","Cypress Hills-City Line",2014-07-01 03:00:00,2
"868","Cypress Hills-City Line",2014-07-01 04:00:00,2
"869","Cypress Hills-City Line",2014-07-01 05:00:00,2
"870","Cypress Hills-City Line",2014-07-01 06:00:00,2
"871","Cypress Hills-City Line",2014-07-01 07:00:00,2
"872","Cypress Hills-City Line",2014-07-01 08:00:00,2
"873","Cypress Hills-City Line",2014-07-01 09:00:00,2
"874","Cypress Hills-City Line",2014-07-01 10:00:00,2
"875","Cypress Hills-City Line",2014-07-01 11:00:00,2
"876","Cypress Hills-City Line",2014-07-01 12:00:00,2
"877","Cypress Hills-City Line",2014-07-01 13:00:00,2
"878","Cypress Hills-City Line",2014-07-01 14:00:00,2
"879","Cypress Hills-City Line",2014-07-01 15:00:00,2
"880","Cypress Hills-City Line",2014-07-01 16:00:00,2
"881","Cypress Hills-City Line",2014-07-01 17:00:00,2
"882","Cypress Hills-City Line",2014-07-01 18:00:00,2
"883","Cypress Hills-City Line",2014-07-01 19:00:00,2
"884","Cypress Hills-City Line",2014-07-01 20:00:00,2
"885","Cypress Hills-City Line",2014-07-01 21:00:00,2
"886","Cypress Hills-City Line",2014-07-01 22:00:00,2
"887","Cypress Hills-City Line",2014-07-01 23:00:00,2
"888","Cypress Hills-City Line",2014-07-01 02:00:00,2
"889","Douglas Manor-Douglaston-Little Neck",2014-07-01 00:00:00,2
"890","Douglas Manor-Douglaston-Little Neck",2014-07-01 01:00:00,2
"891","Douglas Manor-Douglaston-Little Neck",2014-07-01 03:00:00,2
"892","Douglas Manor-Douglaston-Little Neck",2014-07-01 04:00:00,2
"893","Douglas Manor-Douglaston-Little Neck",2014-07-01 05:00:00,2
"894","Douglas Manor-Douglaston-Little Neck",2014-07-01 06:00:00,2
"895","Douglas Manor-Douglaston-Little Neck",2014-07-01 07:00:00,2
"896","Douglas Manor-Douglaston-Little Neck",2014-07-01 08:00:00,2
"897","Douglas Manor-Douglaston-Little Neck",2014-07-01 09:00:00,2
"898","Douglas Manor-Douglaston-Little Neck",2014-07-01 10:00:00,2
"899","Douglas Manor-Douglaston-Little Neck",2014-07-01 11:00:00,2
"900","Douglas Manor-Douglaston-Little Neck",2014-07-01 12:00:00,2
"901","Douglas Manor-Douglaston-Little Neck",2014-07-01 13:00:00,2
"902","Douglas Manor-Douglaston-Little Neck",2014-07-01 14:00:00,2
"903","Douglas Manor-Douglaston-Little Neck",2014-07-01 15:00:00,2
"904","Douglas Manor-Douglaston-Little Neck",2014-07-01 16:00:00,2
"905","Douglas Manor-Douglaston-Little Neck",2014-07-01 17:00:00,2
"906","Douglas Manor-Douglaston-Little Neck",2014-07-01 18:00:00,2
"907","Douglas Manor-Douglaston-Little Neck",2014-07-01 19:00:00,2
"908","Douglas Manor-Douglaston-Little Neck",2014-07-01 20:00:00,2
"909","Douglas Manor-Douglaston-Little Neck",2014-07-01 21:00:00,2
"910","Douglas Manor-Douglaston-Little Neck",2014-07-01 22:00:00,2
"911","Douglas Manor-Douglaston-Little Neck",2014-07-01 23:00:00,2
"912","Douglas Manor-Douglaston-Little Neck",2014-07-01 02:00:00,2
"913","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2014-07-01 00:00:00,9
"914","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2014-07-01 01:00:00,9
"915","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2014-07-01 03:00:00,9
"916","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2014-07-01 04:00:00,7
"917","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2014-07-01 05:00:00,8
"918","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2014-07-01 06:00:00,12
"919","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2014-07-01 07:00:00,12
"920","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2014-07-01 08:00:00,19
"921","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2014-07-01 09:00:00,15
"922","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2014-07-01 10:00:00,11
"923","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2014-07-01 11:00:00,11
"924","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2014-07-01 12:00:00,14
"925","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2014-07-01 13:00:00,10
"926","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2014-07-01 14:00:00,9
"927","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2014-07-01 15:00:00,9
"928","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2014-07-01 16:00:00,11
